"","Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id","pid_proteins$Gene.proteins.secondaryIdentifier"
"1011","YFR024C-A","Lsb3p","PR00452",417,432,"PRINTS",1968002,"YFR024C-A"
"1012","YFR024C-A","Lsb3p","PR00452",436,445,"PRINTS",1968003,"YFR024C-A"
"1013","YFR024C-A","Lsb3p","PR00452",447,459,"PRINTS",1968004,"YFR024C-A"
"1014","YFR024C-A","Lsb3p","PS50002",400,459,"PROSITE",1968005,"YFR024C-A"
"1015","YFR024C-A","Lsb3p","SM00326",403,459,"SMART",1968008,"YFR024C-A"
"1016","YFR024C-A","Lsb3p","SSF50044",395,458,"SUPERFAMILY",1968009,"YFR024C-A"
"1017","YFR029W","Ptr3p","G3DSA:2.130.10.10",294,678,"GENE3D",1968016,"YFR029W"
"1018","YFR031C","Smc2p","PF06470",523,641,"Pfam",1962577,"YFR031C"
"1019","YFR031C","Smc2p","SM00968",521,642,"SMART",1962581,"YFR031C"
"1020","YFR031C","Smc2p","SSF75553",475,691,"SUPERFAMILY",1962584,"YFR031C"
"1021","YFR037C","Rsc8p","PF04433",83,168,"Pfam",1968029,"YFR037C"
"1022","YFR037C","Rsc8p","PS50934",80,177,"PROSITE",1968031,"YFR037C"
"1023","YGL003C","Cdh1p","G3DSA:2.130.10.10",239,549,"GENE3D",1971682,"YGL003C"
"1024","YGL003C","Cdh1p","PF00400",419,458,"Pfam",1971683,"YGL003C"
"1025","YGL003C","Cdh1p","PF00400",506,543,"Pfam",1971684,"YGL003C"
"1026","YGL003C","Cdh1p","PS50082",381,422,"PROSITE",1971687,"YGL003C"
"1027","YGL003C","Cdh1p","PS50082",423,467,"PROSITE",1971688,"YGL003C"
"1028","YGL003C","Cdh1p","PS50082",511,544,"PROSITE",1971689,"YGL003C"
"1029","YGL003C","Cdh1p","PS50294",298,552,"PROSITE",1971690,"YGL003C"
"1030","YGL003C","Cdh1p","SM00320",292,330,"SMART",1971692,"YGL003C"
"1031","YGL003C","Cdh1p","SM00320",333,370,"SMART",1971693,"YGL003C"
"1032","YGL003C","Cdh1p","SM00320",374,413,"SMART",1971694,"YGL003C"
"1033","YGL003C","Cdh1p","SM00320",416,458,"SMART",1971695,"YGL003C"
"1034","YGL003C","Cdh1p","SM00320",504,543,"SMART",1971696,"YGL003C"
"1035","YGL003C","Cdh1p","SSF50978",232,544,"SUPERFAMILY",1971697,"YGL003C"
"1036","YGL004C","Rpn14p","G3DSA:2.130.10.10",73,233,"GENE3D",1971667,"YGL004C"
"1037","YGL004C","Rpn14p","G3DSA:2.130.10.10",234,417,"GENE3D",1971668,"YGL004C"
"1038","YGL004C","Rpn14p","PF00400",129,164,"Pfam",1971669,"YGL004C"
"1039","YGL004C","Rpn14p","PF00400",169,205,"Pfam",1971670,"YGL004C"
"1040","YGL004C","Rpn14p","PS50082",132,173,"PROSITE",1971672,"YGL004C"
"1041","YGL004C","Rpn14p","PS50082",174,215,"PROSITE",1971673,"YGL004C"
"1042","YGL004C","Rpn14p","PS50294",132,215,"PROSITE",1971674,"YGL004C"
"1043","YGL004C","Rpn14p","SM00320",124,164,"SMART",1971677,"YGL004C"
"1044","YGL004C","Rpn14p","SM00320",167,206,"SMART",1971678,"YGL004C"
"1045","YGL004C","Rpn14p","SM00320",235,272,"SMART",1971679,"YGL004C"
"1046","YGL004C","Rpn14p","SM00320",275,316,"SMART",1971680,"YGL004C"
"1047","YGL004C","Rpn14p","SSF50978",105,358,"SUPERFAMILY",1971681,"YGL004C"
"1048","YGL049C","Tif4632p","PF02854",567,808,"Pfam",1963897,"YGL049C"
"1049","YGL049C","Tif4632p","SM00543",567,810,"SMART",1963901,"YGL049C"
"1050","YGL081W","Ygl081Wp","PF00498",23,106,"Pfam",1971513,"YGL081W"
"1051","YGL081W","Ygl081Wp","PS50006",22,86,"PROSITE",1971514,"YGL081W"
"1052","YGL081W","Ygl081Wp","SSF49879",18,106,"SUPERFAMILY",1971515,"YGL081W"
"1053","YGL094C","Pan2p","G3DSA:2.130.10.10",9,340,"GENE3D",1970831,"YGL094C"
"1054","YGL100W","Seh1p","G3DSA:2.130.10.10",1,349,"GENE3D",1970845,"YGL100W"
"1055","YGL100W","Seh1p","PF00400",6,36,"Pfam",1970846,"YGL100W"
"1056","YGL100W","Seh1p","PF00400",48,84,"Pfam",1970847,"YGL100W"
"1057","YGL100W","Seh1p","PF00400",207,243,"Pfam",1970848,"YGL100W"
"1058","YGL100W","Seh1p","PF00400",300,332,"Pfam",1970849,"YGL100W"
"1059","YGL100W","Seh1p","PS50082",51,85,"PROSITE",1970850,"YGL100W"
"1060","YGL100W","Seh1p","PS50082",208,245,"PROSITE",1970851,"YGL100W"
"1061","YGL100W","Seh1p","PS50082",300,332,"PROSITE",1970852,"YGL100W"
"1062","YGL100W","Seh1p","PS50294",5,341,"PROSITE",1970853,"YGL100W"
"1063","YGL100W","Seh1p","SM00320",1,37,"SMART",1970856,"YGL100W"
"1064","YGL100W","Seh1p","SM00320",44,85,"SMART",1970857,"YGL100W"
"1065","YGL100W","Seh1p","SM00320",97,138,"SMART",1970858,"YGL100W"
"1066","YGL100W","Seh1p","SM00320",201,244,"SMART",1970859,"YGL100W"
"1067","YGL100W","Seh1p","SM00320",293,332,"SMART",1970860,"YGL100W"
"1068","YGL100W","Seh1p","SSF50978",7,247,"SUPERFAMILY",1970861,"YGL100W"
"1069","YGL100W","Seh1p","SSF50978",294,333,"SUPERFAMILY",1970862,"YGL100W"
"1070","YGL107C","Rmd9p","G3DSA:1.25.40.10",228,527,"GENE3D",1971436,"YGL107C"
"1071","YGL110C","Cue3p","PF02845",317,357,"Pfam",1971431,"YGL110C"
"1072","YGL110C","Cue3p","PS51140",316,359,"PROSITE",1971432,"YGL110C"
"1073","YGL110C","Cue3p","SM00546",316,358,"SMART",1971435,"YGL110C"
"1074","YGL111W","Nsa1p","G3DSA:2.130.10.10",3,245,"GENE3D",1971425,"YGL111W"
"1075","YGL111W","Nsa1p","G3DSA:2.130.10.10",306,413,"GENE3D",1971426,"YGL111W"
"1076","YGL111W","Nsa1p","SSF50978",151,241,"SUPERFAMILY",1971428,"YGL111W"
"1077","YGL111W","Nsa1p","SSF50978",316,404,"SUPERFAMILY",1971429,"YGL111W"
"1078","YGL116W","Cdc20p","G3DSA:2.130.10.10",238,558,"GENE3D",1951340,"YGL116W"
"1079","YGL116W","Cdc20p","PS50082",297,338,"PROSITE",1951345,"YGL116W"
"1080","YGL116W","Cdc20p","PS50082",381,416,"PROSITE",1951346,"YGL116W"
"1081","YGL116W","Cdc20p","PS50294",280,562,"PROSITE",1951347,"YGL116W"
"1082","YGL116W","Cdc20p","SM00320",289,329,"SMART",1951350,"YGL116W"
"1083","YGL116W","Cdc20p","SM00320",332,370,"SMART",1951351,"YGL116W"
"1084","YGL116W","Cdc20p","SM00320",374,413,"SMART",1951352,"YGL116W"
"1085","YGL116W","Cdc20p","SM00320",416,458,"SMART",1951353,"YGL116W"
"1086","YGL116W","Cdc20p","SM00320",461,510,"SMART",1951354,"YGL116W"
"1087","YGL116W","Cdc20p","SM00320",514,553,"SMART",1951355,"YGL116W"
"1088","YGL122C","Nab2p","G3DSA:2.130.10.10",78,514,"GENE3D",1953850,"YGL122C"
"1089","YGL137W","Sec27p","G3DSA:1.25.40.10",504,882,"GENE3D",1966975,"YGL137W"
"1090","YGL137W","Sec27p","G3DSA:2.130.10.10",3,142,"GENE3D",1966976,"YGL137W"
"1091","YGL137W","Sec27p","G3DSA:2.130.10.10",167,428,"GENE3D",1966977,"YGL137W"
"1092","YGL137W","Sec27p","G3DSA:2.130.10.10",429,497,"GENE3D",1966978,"YGL137W"
"1093","YGL137W","Sec27p","PF00400",90,125,"Pfam",1966980,"YGL137W"
"1094","YGL137W","Sec27p","PF00400",133,169,"Pfam",1966981,"YGL137W"
"1095","YGL137W","Sec27p","PF00400",187,214,"Pfam",1966982,"YGL137W"
"1096","YGL137W","Sec27p","PF00400",219,256,"Pfam",1966983,"YGL137W"
"1097","YGL137W","Sec27p","PS50082",9,50,"PROSITE",1966990,"YGL137W"
"1098","YGL137W","Sec27p","PS50082",93,134,"PROSITE",1966991,"YGL137W"
"1099","YGL137W","Sec27p","PS50082",136,178,"PROSITE",1966992,"YGL137W"
"1100","YGL137W","Sec27p","PS50082",196,223,"PROSITE",1966993,"YGL137W"
"1101","YGL137W","Sec27p","PS50082",224,265,"PROSITE",1966994,"YGL137W"
"1102","YGL137W","Sec27p","PS50294",9,265,"PROSITE",1966995,"YGL137W"
"1103","YGL137W","Sec27p","SM00320",2,41,"SMART",1966998,"YGL137W"
"1104","YGL137W","Sec27p","SM00320",44,83,"SMART",1966999,"YGL137W"
"1105","YGL137W","Sec27p","SM00320",86,125,"SMART",1967000,"YGL137W"
"1106","YGL137W","Sec27p","SM00320",129,169,"SMART",1967001,"YGL137W"
"1107","YGL137W","Sec27p","SM00320",172,214,"SMART",1967002,"YGL137W"
"1108","YGL137W","Sec27p","SM00320",217,256,"SMART",1967003,"YGL137W"
"1109","YGL137W","Sec27p","SM00320",259,299,"SMART",1967004,"YGL137W"
"1110","YGL137W","Sec27p","SSF50978",4,314,"SUPERFAMILY",1967005,"YGL137W"
"1111","YGL137W","Sec27p","SSF50978",263,302,"SUPERFAMILY",1967006,"YGL137W"
"1112","YGL137W","Sec27p","SSF50978",351,504,"SUPERFAMILY",1967007,"YGL137W"
"1113","YGL137W","Sec27p","SSF50978",353,381,"SUPERFAMILY",1967008,"YGL137W"
"1114","YGL153W","Pex14p","PTHR23058",6,337,"PANTHER",1971290,"YGL153W"
"1115","YGL181W","Gts1p","SSF46934",179,232,"SUPERFAMILY",1966607,"YGL181W"
"1116","YGL190C","Cdc55p","G3DSA:2.130.10.10",8,526,"GENE3D",1974401,"YGL190C"
"1117","YGL190C","Cdc55p","PF00400",293,319,"Pfam",1974402,"YGL190C"
"1118","YGL190C","Cdc55p","SM00320",15,53,"SMART",1974420,"YGL190C"
"1119","YGL190C","Cdc55p","SM00320",74,114,"SMART",1974421,"YGL190C"
"1120","YGL190C","Cdc55p","SM00320",172,211,"SMART",1974422,"YGL190C"
"1121","YGL190C","Cdc55p","SM00320",225,262,"SMART",1974423,"YGL190C"
"1122","YGL190C","Cdc55p","SM00320",281,319,"SMART",1974424,"YGL190C"
"1123","YGL190C","Cdc55p","SSF50978",26,121,"SUPERFAMILY",1974425,"YGL190C"
"1124","YGL190C","Cdc55p","SSF50978",177,398,"SUPERFAMILY",1974426,"YGL190C"
"1125","YGL197W","Mds3p","G3DSA:2.120.10.80",15,418,"GENE3D",1971197,"YGL197W"
"1126","YGL197W","Mds3p","SSF117281",41,64,"SUPERFAMILY",1971202,"YGL197W"
"1127","YGL197W","Mds3p","SSF117281",94,113,"SUPERFAMILY",1971203,"YGL197W"
"1128","YGL197W","Mds3p","SSF117281",152,261,"SUPERFAMILY",1971204,"YGL197W"
"1129","YGL197W","Mds3p","SSF117281",360,448,"SUPERFAMILY",1971205,"YGL197W"
"1130","YGL206C","Chc1p","G3DSA:1.25.40.10",448,791,"GENE3D",1948791,"YGL206C"
"1131","YGL206C","Chc1p","G3DSA:1.25.40.10",933,1111,"GENE3D",1948792,"YGL206C"
"1132","YGL206C","Chc1p","G3DSA:1.25.40.10",1112,1192,"GENE3D",1948793,"YGL206C"
"1133","YGL206C","Chc1p","G3DSA:1.25.40.10",1193,1523,"GENE3D",1948794,"YGL206C"
"1134","YGL206C","Chc1p","G3DSA:1.25.40.10",1524,1637,"GENE3D",1948795,"YGL206C"
"1135","YGL208W","Sip2p","PF04739",339,411,"Pfam",1956418,"YGL208W"
"1136","YGL208W","Sip2p","SM01010",298,412,"SMART",1956422,"YGL208W"
"1137","YGL213C","Ski8p","G3DSA:2.130.10.10",1,397,"GENE3D",1975254,"YGL213C"
"1138","YGL213C","Ski8p","PF00400",13,42,"Pfam",1975255,"YGL213C"
"1139","YGL213C","Ski8p","PF00400",287,319,"Pfam",1975256,"YGL213C"
"1140","YGL213C","Ski8p","PS50082",287,328,"PROSITE",1975259,"YGL213C"
"1141","YGL213C","Ski8p","PS50294",287,328,"PROSITE",1975260,"YGL213C"
"1142","YGL213C","Ski8p","SM00320",2,42,"SMART",1975264,"YGL213C"
"1143","YGL213C","Ski8p","SM00320",176,213,"SMART",1975265,"YGL213C"
"1144","YGL213C","Ski8p","SM00320",222,264,"SMART",1975266,"YGL213C"
"1145","YGL213C","Ski8p","SM00320",281,319,"SMART",1975267,"YGL213C"
"1146","YGL213C","Ski8p","SSF50978",7,391,"SUPERFAMILY",1975268,"YGL213C"
"1147","YGL227W","Vid30p","PF00622",401,590,"Pfam",1971102,"YGL227W"
"1148","YGL227W","Vid30p","PS50896",710,742,"PROSITE",1971105,"YGL227W"
"1149","YGL227W","Vid30p","SM00449",399,591,"SMART",1971109,"YGL227W"
"1150","YGL237C","Hap2p","G3DSA:2.130.10.10",56,256,"GENE3D",1941939,"YGL237C"
"1151","YGL238W","Cse1p","PF03378",521,955,"Pfam",1955770,"YGL238W"
"1152","YGL242C","Ygl242Cp","PS50088",85,123,"PROSITE",1971056,"YGL242C"
"1153","YGL242C","Ygl242Cp","SM00248",49,78,"SMART",1971059,"YGL242C"
"1154","YGL242C","Ygl242Cp","SM00248",85,120,"SMART",1971060,"YGL242C"
"1155","YGR047C","Tfc4p","G3DSA:1.25.40.10",7,214,"GENE3D",1956005,"YGR047C"
"1156","YGR047C","Tfc4p","G3DSA:1.25.40.10",215,252,"GENE3D",1956006,"YGR047C"
"1157","YGR047C","Tfc4p","G3DSA:1.25.40.10",253,301,"GENE3D",1956007,"YGR047C"
"1158","YGR047C","Tfc4p","G3DSA:1.25.40.10",407,656,"GENE3D",1956008,"YGR047C"
"1159","YGR047C","Tfc4p","G3DSA:1.25.40.10",698,1025,"GENE3D",1956009,"YGR047C"
"1160","YGR047C","Tfc4p","PF13174",960,991,"Pfam",1956010,"YGR047C"
"1161","YGR047C","Tfc4p","PF13181",508,535,"Pfam",1956011,"YGR047C"
"1162","YGR047C","Tfc4p","PS50005",196,229,"PROSITE",1956013,"YGR047C"
"1163","YGR047C","Tfc4p","PS50005",230,263,"PROSITE",1956014,"YGR047C"
"1164","YGR047C","Tfc4p","PS50005",264,297,"PROSITE",1956015,"YGR047C"
"1165","YGR047C","Tfc4p","PS50005",467,500,"PROSITE",1956016,"YGR047C"
"1166","YGR047C","Tfc4p","PS50005",502,535,"PROSITE",1956017,"YGR047C"
"1167","YGR047C","Tfc4p","PS50005",959,992,"PROSITE",1956018,"YGR047C"
"1168","YGR047C","Tfc4p","PS50293",128,297,"PROSITE",1956019,"YGR047C"
"1169","YGR047C","Tfc4p","PS50293",432,569,"PROSITE",1956020,"YGR047C"
"1170","YGR047C","Tfc4p","PS50293",959,1025,"PROSITE",1956021,"YGR047C"
"1171","YGR047C","Tfc4p","SM00028",128,161,"SMART",1956023,"YGR047C"
"1172","YGR047C","Tfc4p","SM00028",162,195,"SMART",1956024,"YGR047C"
"1173","YGR047C","Tfc4p","SM00028",196,229,"SMART",1956025,"YGR047C"
"1174","YGR047C","Tfc4p","SM00028",230,263,"SMART",1956026,"YGR047C"
"1175","YGR047C","Tfc4p","SM00028",264,297,"SMART",1956027,"YGR047C"
"1176","YGR047C","Tfc4p","SM00028",467,500,"SMART",1956028,"YGR047C"
"1177","YGR047C","Tfc4p","SM00028",502,535,"SMART",1956029,"YGR047C"
"1178","YGR047C","Tfc4p","SM00028",959,992,"SMART",1956030,"YGR047C"
"1179","YGR047C","Tfc4p","SSF48452",141,305,"SUPERFAMILY",1956031,"YGR047C"
"1180","YGR047C","Tfc4p","SSF48452",439,566,"SUPERFAMILY",1956032,"YGR047C"
"1181","YGR047C","Tfc4p","SSF48452",871,910,"SUPERFAMILY",1956033,"YGR047C"
"1182","YGR047C","Tfc4p","SSF48452",959,1024,"SUPERFAMILY",1956034,"YGR047C"
"1183","YGR054W","Ygr054Wp","G3DSA:2.130.10.10",3,610,"GENE3D",1971841,"YGR054W"
"1184","YGR056W","Rsc1p","G3DSA:1.20.920.10",2,116,"GENE3D",1971848,"YGR056W"
"1185","YGR056W","Rsc1p","G3DSA:1.20.920.10",239,904,"GENE3D",1971849,"YGR056W"
"1186","YGR056W","Rsc1p","PF00439",31,98,"Pfam",1971850,"YGR056W"
"1187","YGR056W","Rsc1p","PF00439",258,323,"Pfam",1971851,"YGR056W"
"1188","YGR056W","Rsc1p","PR00503",44,60,"PRINTS",1971853,"YGR056W"
"1189","YGR056W","Rsc1p","PR00503",288,306,"PRINTS",1971854,"YGR056W"
"1190","YGR056W","Rsc1p","PR00503",306,325,"PRINTS",1971855,"YGR056W"
"1191","YGR056W","Rsc1p","PS50014",27,95,"PROSITE",1971857,"YGR056W"
"1192","YGR056W","Rsc1p","PS50014",255,325,"PROSITE",1971858,"YGR056W"
"1193","YGR056W","Rsc1p","SM00297",6,114,"SMART",1971862,"YGR056W"
"1194","YGR056W","Rsc1p","SM00297",234,344,"SMART",1971863,"YGR056W"
"1195","YGR056W","Rsc1p","SSF47370",8,109,"SUPERFAMILY",1971865,"YGR056W"
"1196","YGR056W","Rsc1p","SSF47370",218,352,"SUPERFAMILY",1971866,"YGR056W"
"1197","YGR117C","Ygr117Cp","G3DSA:2.130.10.10",110,376,"GENE3D",1972010,"YGR117C"
"1198","YGR117C","Ygr117Cp","G3DSA:2.130.10.10",377,475,"GENE3D",1972011,"YGR117C"
"1199","YGR117C","Ygr117Cp","PS50896",7,39,"PROSITE",1972013,"YGR117C"
"1200","YGR117C","Ygr117Cp","SM00667",7,39,"SMART",1972014,"YGR117C"
"1201","YGR117C","Ygr117Cp","SSF50978",125,333,"SUPERFAMILY",1972015,"YGR117C"
"1202","YGR117C","Ygr117Cp","SSF50978",410,472,"SUPERFAMILY",1972016,"YGR117C"
"1203","YGR123C","Ppt1p","PS50005",12,45,"PROSITE",1970927,"YGR123C"
"1204","YGR123C","Ppt1p","PS50005",46,79,"PROSITE",1970928,"YGR123C"
"1205","YGR123C","Ppt1p","PS50005",80,113,"PROSITE",1970929,"YGR123C"
"1206","YGR123C","Ppt1p","PS50293",12,113,"PROSITE",1970930,"YGR123C"
"1207","YGR123C","Ppt1p","SM00028",12,45,"SMART",1970933,"YGR123C"
"1208","YGR123C","Ppt1p","SM00028",46,79,"SMART",1970934,"YGR123C"
"1209","YGR123C","Ppt1p","SM00028",80,113,"SMART",1970935,"YGR123C"
"1210","YGR123C","Ppt1p","SSF48452",8,141,"SUPERFAMILY",1970937,"YGR123C"
"1211","YGR136W","Lsb1p","PF00018",60,104,"Pfam",1972045,"YGR136W"
"1212","YGR136W","Lsb1p","PR00452",56,66,"PRINTS",1972046,"YGR136W"
"1213","YGR136W","Lsb1p","PR00452",70,85,"PRINTS",1972047,"YGR136W"
"1214","YGR136W","Lsb1p","PR00452",87,96,"PRINTS",1972048,"YGR136W"
"1215","YGR136W","Lsb1p","PR00452",98,110,"PRINTS",1972049,"YGR136W"
"1216","YGR136W","Lsb1p","PS50002",53,112,"PROSITE",1972053,"YGR136W"
"1217","YGR136W","Lsb1p","SM00326",56,111,"SMART",1972056,"YGR136W"
"1218","YGR136W","Lsb1p","SSF50044",54,111,"SUPERFAMILY",1972057,"YGR136W"
"1219","YGR142W","Btn2p","G3DSA:2.130.10.10",127,406,"GENE3D",1972068,"YGR142W"
"1220","YGR145W","Enp2p","G3DSA:2.130.10.10",54,690,"GENE3D",1969713,"YGR145W"
"1221","YGR145W","Enp2p","PS50294",176,265,"PROSITE",1969715,"YGR145W"
"1222","YGR145W","Enp2p","SM00320",46,85,"SMART",1969718,"YGR145W"
"1223","YGR145W","Enp2p","SM00320",169,208,"SMART",1969719,"YGR145W"
"1224","YGR145W","Enp2p","SM00320",211,256,"SMART",1969720,"YGR145W"
"1225","YGR145W","Enp2p","SSF50978",9,98,"SUPERFAMILY",1969721,"YGR145W"
"1226","YGR145W","Enp2p","SSF50978",131,334,"SUPERFAMILY",1969722,"YGR145W"
"1227","YGR154C","Gto1p","PF13409",31,166,"Pfam",1969735,"YGR154C"
"1228","YGR162W","Tif4631p","PF02854",607,850,"Pfam",1963889,"YGR162W"
"1229","YGR162W","Tif4631p","SM00543",607,850,"SMART",1963893,"YGR162W"
"1230","YGR198W","Ypp1p","G3DSA:1.25.40.10",69,295,"GENE3D",1968410,"YGR198W"
"1231","YGR198W","Ypp1p","SSF48452",465,561,"SUPERFAMILY",1968412,"YGR198W"
"1232","YGR200C","Elp2p","G3DSA:2.130.10.10",9,125,"GENE3D",1967385,"YGR200C"
"1233","YGR200C","Elp2p","G3DSA:2.130.10.10",275,502,"GENE3D",1967386,"YGR200C"
"1234","YGR200C","Elp2p","G3DSA:2.130.10.10",537,675,"GENE3D",1967387,"YGR200C"
"1235","YGR200C","Elp2p","G3DSA:2.130.10.10",676,787,"GENE3D",1967388,"YGR200C"
"1236","YGR200C","Elp2p","PF00400",54,87,"Pfam",1967389,"YGR200C"
"1237","YGR200C","Elp2p","PF00400",195,233,"Pfam",1967390,"YGR200C"
"1238","YGR200C","Elp2p","PF00400",382,411,"Pfam",1967391,"YGR200C"
"1239","YGR200C","Elp2p","PF00400",553,580,"Pfam",1967392,"YGR200C"
"1240","YGR200C","Elp2p","PF00400",605,633,"Pfam",1967393,"YGR200C"
"1241","YGR200C","Elp2p","PS50082",55,96,"PROSITE",1967394,"YGR200C"
"1242","YGR200C","Elp2p","PS50082",198,243,"PROSITE",1967395,"YGR200C"
"1243","YGR200C","Elp2p","PS50082",277,309,"PROSITE",1967396,"YGR200C"
"1244","YGR200C","Elp2p","PS50082",381,412,"PROSITE",1967397,"YGR200C"
"1245","YGR200C","Elp2p","PS50082",602,634,"PROSITE",1967398,"YGR200C"
"1246","YGR200C","Elp2p","PS50082",649,682,"PROSITE",1967399,"YGR200C"
"1247","YGR200C","Elp2p","PS50294",55,139,"PROSITE",1967400,"YGR200C"
"1248","YGR200C","Elp2p","PS50294",198,318,"PROSITE",1967401,"YGR200C"
"1249","YGR200C","Elp2p","PS50294",554,692,"PROSITE",1967402,"YGR200C"
"1250","YGR200C","Elp2p","SM00320",48,87,"SMART",1967405,"YGR200C"
"1251","YGR200C","Elp2p","SM00320",93,130,"SMART",1967406,"YGR200C"
"1252","YGR200C","Elp2p","SM00320",191,234,"SMART",1967407,"YGR200C"
"1253","YGR200C","Elp2p","SM00320",270,309,"SMART",1967408,"YGR200C"
"1254","YGR200C","Elp2p","SM00320",327,368,"SMART",1967409,"YGR200C"
"1255","YGR200C","Elp2p","SM00320",372,413,"SMART",1967410,"YGR200C"
"1256","YGR200C","Elp2p","SM00320",422,466,"SMART",1967411,"YGR200C"
"1257","YGR200C","Elp2p","SM00320",547,591,"SMART",1967412,"YGR200C"
"1258","YGR200C","Elp2p","SM00320",600,634,"SMART",1967413,"YGR200C"
"1259","YGR200C","Elp2p","SM00320",641,683,"SMART",1967414,"YGR200C"
"1260","YGR200C","Elp2p","SM00320",691,733,"SMART",1967415,"YGR200C"
"1261","YGR200C","Elp2p","SSF50978",47,129,"SUPERFAMILY",1967416,"YGR200C"
"1262","YGR200C","Elp2p","SSF50978",188,243,"SUPERFAMILY",1967417,"YGR200C"
"1263","YGR200C","Elp2p","SSF50978",277,461,"SUPERFAMILY",1967418,"YGR200C"
"1264","YGR200C","Elp2p","SSF50978",548,785,"SUPERFAMILY",1967419,"YGR200C"
"1265","YGR201C","Ygr201Cp","PF02798",16,75,"Pfam",1967422,"YGR201C"
"1266","YGR223C","Hsv2p","G3DSA:2.130.10.10",5,345,"GENE3D",1970232,"YGR223C"
"1267","YGR223C","Hsv2p","SM00320",213,253,"SMART",1970235,"YGR223C"
"1268","YGR223C","Hsv2p","SM00320",256,297,"SMART",1970236,"YGR223C"
"1269","YGR223C","Hsv2p","SSF50978",19,303,"SUPERFAMILY",1970237,"YGR223C"
"1270","YGR225W","Ama1p","G3DSA:2.130.10.10",204,561,"GENE3D",1970247,"YGR225W"
"1271","YGR225W","Ama1p","PF00400",385,418,"Pfam",1970248,"YGR225W"
"1272","YGR225W","Ama1p","PS50082",386,420,"PROSITE",1970249,"YGR225W"
"1273","YGR225W","Ama1p","PS50294",386,474,"PROSITE",1970250,"YGR225W"
"1274","YGR225W","Ama1p","SM00320",262,301,"SMART",1970253,"YGR225W"
"1275","YGR225W","Ama1p","SM00320",313,355,"SMART",1970254,"YGR225W"
"1276","YGR225W","Ama1p","SM00320",379,418,"SMART",1970255,"YGR225W"
"1277","YGR225W","Ama1p","SM00320",424,465,"SMART",1970256,"YGR225W"
"1278","YGR225W","Ama1p","SM00320",516,555,"SMART",1970257,"YGR225W"
"1279","YGR225W","Ama1p","SSF50978",224,556,"SUPERFAMILY",1970258,"YGR225W"
"1280","YGR232W","Nas6p","PR01415",72,87,"PRINTS",1970276,"YGR232W"
"1281","YGR232W","Nas6p","PR01415",122,136,"PRINTS",1970277,"YGR232W"
"1282","YGR232W","Nas6p","PS50088",35,67,"PROSITE",1970278,"YGR232W"
"1283","YGR232W","Nas6p","PS50088",71,103,"PROSITE",1970279,"YGR232W"
"1284","YGR232W","Nas6p","PS50088",106,138,"PROSITE",1970280,"YGR232W"
"1285","YGR232W","Nas6p","PS50088",173,206,"PROSITE",1970281,"YGR232W"
"1286","YGR232W","Nas6p","SM00248",1,30,"SMART",1970284,"YGR232W"
"1287","YGR232W","Nas6p","SM00248",35,64,"SMART",1970285,"YGR232W"
"1288","YGR232W","Nas6p","SM00248",71,102,"SMART",1970286,"YGR232W"
"1289","YGR232W","Nas6p","SM00248",106,135,"SMART",1970287,"YGR232W"
"1290","YGR232W","Nas6p","SM00248",139,169,"SMART",1970288,"YGR232W"
"1291","YGR232W","Nas6p","SM00248",173,203,"SMART",1970289,"YGR232W"
"1292","YGR233C","Pho81p","PS50088",556,589,"PROSITE",1947287,"YGR233C"
"1293","YGR233C","Pho81p","PS50088",591,623,"PROSITE",1947288,"YGR233C"
"1294","YGR233C","Pho81p","SM00248",423,454,"SMART",1947294,"YGR233C"
"1295","YGR233C","Pho81p","SM00248",458,488,"SMART",1947295,"YGR233C"
"1296","YGR233C","Pho81p","SM00248",506,535,"SMART",1947296,"YGR233C"
"1297","YGR233C","Pho81p","SM00248",556,586,"SMART",1947297,"YGR233C"
"1298","YGR233C","Pho81p","SM00248",591,620,"SMART",1947298,"YGR233C"
"1299","YGR233C","Pho81p","SM00248",624,653,"SMART",1947299,"YGR233C"
"1300","YGR238C","Kel2p","G3DSA:2.120.10.80",61,226,"GENE3D",1970294,"YGR238C"
"1301","YGR238C","Kel2p","G3DSA:2.120.10.80",227,413,"GENE3D",1970295,"YGR238C"
"1302","YGR238C","Kel2p","SSF117281",72,117,"SUPERFAMILY",1970301,"YGR238C"
"1303","YGR238C","Kel2p","SSF117281",136,388,"SUPERFAMILY",1970302,"YGR238C"
"1304","YGR252W","Gcn5p","G3DSA:1.20.920.10",269,436,"GENE3D",1976044,"YGR252W"
"1305","YGR252W","Gcn5p","PF00439",337,418,"Pfam",1976046,"YGR252W"
"1306","YGR252W","Gcn5p","PR00503",347,360,"PRINTS",1976048,"YGR252W"
"1307","YGR252W","Gcn5p","PR00503",361,377,"PRINTS",1976049,"YGR252W"
"1308","YGR252W","Gcn5p","PR00503",377,395,"PRINTS",1976050,"YGR252W"
"1309","YGR252W","Gcn5p","PR00503",395,414,"PRINTS",1976051,"YGR252W"
"1310","YGR252W","Gcn5p","PS50014",344,414,"PROSITE",1976053,"YGR252W"
"1311","YGR252W","Gcn5p","SM00297",325,433,"SMART",1976057,"YGR252W"
