"Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id"
"YBR265W","Tsc10p","PR00081","9","26","PRINTS","1960256"
"YBR265W","Tsc10p","PR00081","180","199","PRINTS","1960257"
"YBR265W","Tsc10p","PR00081","199","216","PRINTS","1960258"
"YBR265W","Tsc10p","PTHR43550","1","319","PANTHER","1960259"
"YBR265W","Tsc10p","PTHR43550:SF2","1","319","PANTHER","1960260"
"YBR265W","Tsc10p","SSF51735","1","53","SUPERFAMILY","1960261"
"YBR265W","Tsc10p","SSF51735","80","271","SUPERFAMILY","1960262"
"YBR267W","Rei1p","PF12756","163","262","Pfam","1960263"
"YBR267W","Rei1p","PS00028","9","31","PROSITE","1960264"
"YBR267W","Rei1p","PTHR13182","2","392","PANTHER","1960265"
"YBR267W","Rei1p","SM00355","7","31","SMART","1960266"
"YBR267W","Rei1p","SM00355","162","187","SMART","1960267"
"YBR267W","Rei1p","SM00355","215","239","SMART","1960268"
"YBR267W","Rei1p","SM00451","4","38","SMART","1960269"
"YBR267W","Rei1p","SSF57667","162","252","SUPERFAMILY","1960270"
"YBR268W","Mrpl37p","PF08561","26","66","Pfam","1958372"
"YBR268W","Mrpl37p","PTHR28595","20","104","PANTHER","1958373"
"YBR269C","Sdh8p","PF07896","103","138","Pfam","1960271"
"YBR269C","Sdh8p","PTHR28524","22","138","PANTHER","1960272"
"YBR269C","Sdh8p","PTHR28524:SF4","22","138","PANTHER","1960273"
"YBR270C","Bit2p","PF08539","325","482","Pfam","1960274"
"YBR270C","Bit2p","PTHR32428","53","543","PANTHER","1960275"
"YBR270C","Bit2p","PTHR32428:SF6","53","543","PANTHER","1960276"
"YBR271W","Efm2p","G3DSA:3.40.50.150","200","409","GENE3D","1960277"
"YBR271W","Efm2p","PF10294","216","384","Pfam","1960278"
"YBR271W","Efm2p","PTHR14614","36","416","PANTHER","1960279"
"YBR271W","Efm2p","PTHR14614:SF66","36","416","PANTHER","1960280"
"YBR271W","Efm2p","SSF53335","115","394","SUPERFAMILY","1960281"
"YBR272C","Hsm3p","G3DSA:1.25.10.10","2","416","GENE3D","1960282"
"YBR272C","Hsm3p","SSF48371","99","185","SUPERFAMILY","1960283"
"YBR272C","Hsm3p","SSF48371","234","373","SUPERFAMILY","1960284"
"YBR273C","Ubx7p","G3DSA:3.10.20.90","109","291","GENE3D","1960285"
"YBR273C","Ubx7p","PF00789","213","291","Pfam","1960286"
"YBR273C","Ubx7p","PS50033","212","290","PROSITE","1960287"
"YBR273C","Ubx7p","PTHR13020","2","436","PANTHER","1960288"
"YBR273C","Ubx7p","PTHR13020:SF51","2","436","PANTHER","1960289"
"YBR273C","Ubx7p","SM00166","209","292","SMART","1960290"
"YBR273C","Ubx7p","SSF54236","165","293","SUPERFAMILY","1960291"
"YBR274W","Chk1p","G3DSA:1.10.510.10","87","244","GENE3D","1959375"
"YBR274W","Chk1p","G3DSA:1.10.510.10","246","283","GENE3D","1959376"
"YBR274W","Chk1p","G3DSA:3.30.200.20","4","86","GENE3D","1959377"
"YBR274W","Chk1p","G3DSA:3.30.310.80","394","525","GENE3D","1959378"
"YBR274W","Chk1p","PF00069","18","281","Pfam","1959379"
"YBR274W","Chk1p","PS00107","21","45","PROSITE","1959380"
"YBR274W","Chk1p","PS00108","138","150","PROSITE","1959381"
"YBR274W","Chk1p","PS50011","15","281","PROSITE","1959382"
"YBR274W","Chk1p","PTHR24343","7","289","PANTHER","1959383"
"YBR274W","Chk1p","PTHR24343:SF269","7","289","PANTHER","1959384"
"YBR274W","Chk1p","SM00220","15","281","SMART","1959385"
"YBR274W","Chk1p","SSF56112","16","282","SUPERFAMILY","1959386"
"YBR275C","Rif1p","PF12231","234","649","Pfam","1952254"
"YBR275C","Rif1p","PTHR22928","136","1913","PANTHER","1952255"
"YBR276C","Pps1p","G3DSA:3.90.190.10","323","523","GENE3D","1959387"
"YBR276C","Pps1p","G3DSA:3.90.190.10","586","793","GENE3D","1959388"
"YBR276C","Pps1p","PF00782","670","777","Pfam","1959389"
"YBR276C","Pps1p","PS00383","723","733","PROSITE","1959390"
"YBR276C","Pps1p","PS50054","585","782","PROSITE","1959391"
"YBR276C","Pps1p","PS50056","705","770","PROSITE","1959392"
"YBR276C","Pps1p","PTHR10159","390","790","PANTHER","1959393"
"YBR276C","Pps1p","PTHR10159:SF416","390","790","PANTHER","1959394"
"YBR276C","Pps1p","SM00195","585","780","SMART","1959395"
"YBR276C","Pps1p","SSF52799","582","638","SUPERFAMILY","1959396"
"YBR276C","Pps1p","SSF52799","684","784","SUPERFAMILY","1959397"
"YBR278W","Dpb3p","G3DSA:1.10.20.10","21","94","GENE3D","1951524"
"YBR278W","Dpb3p","PTHR10252","5","200","PANTHER","1951525"
"YBR278W","Dpb3p","PTHR10252:SF52","5","200","PANTHER","1951526"
"YBR278W","Dpb3p","SSF47113","12","91","SUPERFAMILY","1951527"
"YBR279W","Paf1p","PF03985","6","414","Pfam","1960292"
"YBR279W","Paf1p","PTHR23188","2","398","PANTHER","1960293"
"YBR279W","Paf1p","PTHR23188:SF13","2","398","PANTHER","1960294"
"YBR280C","Saf1p","G3DSA:2.130.10.30","81","634","GENE3D","1960295"
"YBR280C","Saf1p","PF13540","548","579","Pfam","1960296"
"YBR280C","Saf1p","PS00626","551","561","PROSITE","1960297"
"YBR280C","Saf1p","PS50012","109","202","PROSITE","1960298"
"YBR280C","Saf1p","PS50012","565","635","PROSITE","1960299"
"YBR280C","Saf1p","PTHR22870","541","590","PANTHER","1960300"
"YBR280C","Saf1p","PTHR22870:SF273","541","590","PANTHER","1960301"
"YBR280C","Saf1p","SSF50985","110","123","SUPERFAMILY","1960302"
"YBR280C","Saf1p","SSF50985","177","216","SUPERFAMILY","1960303"
"YBR280C","Saf1p","SSF50985","357","494","SUPERFAMILY","1960304"
"YBR280C","Saf1p","SSF50985","537","584","SUPERFAMILY","1960305"
"YBR280C","Saf1p","SSF50985","614","632","SUPERFAMILY","1960306"
"YBR280C","Saf1p","SSF81383","14","105","SUPERFAMILY","1960307"
"YBR281C","Dug2p","G3DSA:2.130.10.10","2","151","GENE3D","1959398"
"YBR281C","Dug2p","G3DSA:2.130.10.10","238","428","GENE3D","1959399"
"YBR281C","Dug2p","G3DSA:3.30.70.360","635","792","GENE3D","1959400"
"YBR281C","Dug2p","G3DSA:3.40.630.10","429","634","GENE3D","1959401"
"YBR281C","Dug2p","PF00400","67","98","Pfam","1959402"
"YBR281C","Dug2p","PF01546","517","875","Pfam","1959403"
"YBR281C","Dug2p","PF07687","628","774","Pfam","1959404"
"YBR281C","Dug2p","PIRSF037237","1","878","PIRSF","1959405"
"YBR281C","Dug2p","PR00320","85","99","PRINTS","1959406"
"YBR281C","Dug2p","PR00320","300","314","PRINTS","1959407"
"YBR281C","Dug2p","PR00320","383","397","PRINTS","1959408"
"YBR281C","Dug2p","PS00678","252","266","PROSITE","1959409"
"YBR281C","Dug2p","PS00678","383","397","PROSITE","1959410"
"YBR281C","Dug2p","PS50082","66","99","PROSITE","1959411"
"YBR281C","Dug2p","PS50082","383","399","PROSITE","1959412"
"YBR281C","Dug2p","PS50294","16","107","PROSITE","1959413"
"YBR281C","Dug2p","PTHR43270","18","878","PANTHER","1959414"
"YBR281C","Dug2p","PTHR43270:SF7","18","878","PANTHER","1959415"
"YBR281C","Dug2p","SM00320","10","48","SMART","1959416"
"YBR281C","Dug2p","SM00320","51","98","SMART","1959417"
"YBR281C","Dug2p","SM00320","213","265","SMART","1959418"
"YBR281C","Dug2p","SM00320","316","396","SMART","1959419"
"YBR281C","Dug2p","SSF50978","22","156","SUPERFAMILY","1959420"
"YBR281C","Dug2p","SSF50978","211","400","SUPERFAMILY","1959421"
"YBR281C","Dug2p","SSF53187","427","631","SUPERFAMILY","1959422"
"YBR281C","Dug2p","SSF53187","793","877","SUPERFAMILY","1959423"
"YBR281C","Dug2p","SSF55031","713","779","SUPERFAMILY","1959424"
"YBR282W","Mrpl27p","PF09809","35","131","Pfam","1958362"
"YBR282W","Mrpl27p","PTHR21338","28","145","PANTHER","1958363"
"YBR282W","Mrpl27p","PTHR21338:SF1","28","145","PANTHER","1958364"
"YBR283C","Ssh1p","G3DSA:1.10.3370.10","16","482","GENE3D","1960308"
"YBR283C","Ssh1p","PF00344","78","471","Pfam","1960309"
"YBR283C","Ssh1p","PF10559","41","75","Pfam","1960310"
"YBR283C","Ssh1p","PIRSF004557","7","486","PIRSF","1960311"
"YBR283C","Ssh1p","PS00755","78","97","PROSITE","1960312"
"YBR283C","Ssh1p","PTHR10906","1","490","PANTHER","1960313"
"YBR283C","Ssh1p","PTHR10906:SF13","1","490","PANTHER","1960314"
"YBR283C","Ssh1p","SSF103491","8","210","SUPERFAMILY","1960315"
"YBR283C","Ssh1p","SSF103491","237","470","SUPERFAMILY","1960316"
"YBR284W","Ybr284Wp","G3DSA:3.20.20.140","191","538","GENE3D","1959425"
"YBR284W","Ybr284Wp","G3DSA:3.20.20.140","565","746","GENE3D","1959426"
"YBR284W","Ybr284Wp","PF00962","275","744","Pfam","1959427"
"YBR284W","Ybr284Wp","PIRSF001251","1","179","PIRSF","1959428"
"YBR284W","Ybr284Wp","PIRSF001251","173","797","PIRSF","1959429"
"YBR284W","Ybr284Wp","PTHR11359","176","796","PANTHER","1959430"
"YBR284W","Ybr284Wp","PTHR11359:SF14","176","796","PANTHER","1959431"
"YBR284W","Ybr284Wp","SSF51556","107","793","SUPERFAMILY","1959432"
"YBR286W","Ape3p","G3DSA:3.40.630.10","268","518","GENE3D","1958543"
"YBR286W","Ape3p","G3DSA:3.50.30.30","139","267","GENE3D","1958544"
"YBR286W","Ape3p","PF02225","177","268","Pfam","1958545"
"YBR286W","Ape3p","PF04389","295","495","Pfam","1958546"
"YBR286W","Ape3p","PTHR12147","44","536","PANTHER","1958547"
"YBR286W","Ape3p","PTHR12147:SF32","44","536","PANTHER","1958548"
"YBR286W","Ape3p","SSF52025","166","262","SUPERFAMILY","1958549"
"YBR286W","Ape3p","SSF53187","76","134","SUPERFAMILY","1958550"
"YBR286W","Ape3p","SSF53187","279","503","SUPERFAMILY","1958551"
"YBR287W","Ybr287Wp","PF03547","14","412","Pfam","1960317"
"YBR287W","Ybr287Wp","PTHR31794","235","424","PANTHER","1960318"
"YBR287W","Ybr287Wp","PTHR31794:SF6","235","424","PANTHER","1960319"
"YBR288C","Apm3p","G3DSA:2.60.40.1170","192","396","GENE3D","1959464"
"YBR288C","Apm3p","G3DSA:3.30.450.60","1","157","GENE3D","1959465"
"YBR288C","Apm3p","PF00928","199","482","Pfam","1959466"
"YBR288C","Apm3p","PIRSF005992","1","483","PIRSF","1959467"
"YBR288C","Apm3p","PS00990","199","220","PROSITE","1959468"
"YBR288C","Apm3p","PS00991","288","302","PROSITE","1959469"
"YBR288C","Apm3p","PS51072","211","482","PROSITE","1959470"
"YBR288C","Apm3p","PTHR10529","433","474","PANTHER","1959471"
"YBR288C","Apm3p","PTHR10529:SF295","433","474","PANTHER","1959472"
"YBR288C","Apm3p","SSF49447","199","482","SUPERFAMILY","1959473"
"YBR289W","Snf5p","G3DSA:1.10.565.10","232","526","GENE3D","1947523"
"YBR289W","Snf5p","PF04855","453","672","Pfam","1947524"
"YBR289W","Snf5p","PTHR10019","243","791","PANTHER","1947525"
"YBR289W","Snf5p","PTHR10019:SF10","243","791","PANTHER","1947526"
"YBR290W","Bsd2p","PF10176","97","318","Pfam","1960320"
"YBR290W","Bsd2p","PTHR13396","17","319","PANTHER","1960321"
"YBR290W","Bsd2p","PTHR13396:SF6","17","319","PANTHER","1960322"
"YBR291C","Ctp1p","G3DSA:1.50.40.10","6","298","GENE3D","1959450"
"YBR291C","Ctp1p","PF00153","10","100","Pfam","1959451"
"YBR291C","Ctp1p","PF00153","109","202","Pfam","1959452"
"YBR291C","Ctp1p","PF00153","214","297","Pfam","1959453"
"YBR291C","Ctp1p","PR00926","15","28","PRINTS","1959454"
"YBR291C","Ctp1p","PR00926","28","42","PRINTS","1959455"
"YBR291C","Ctp1p","PR00926","122","140","PRINTS","1959456"
"YBR291C","Ctp1p","PR00926","221","243","PRINTS","1959457"
"YBR291C","Ctp1p","PS50920","10","97","PROSITE","1959458"
"YBR291C","Ctp1p","PS50920","109","199","PROSITE","1959459"
"YBR291C","Ctp1p","PS50920","212","297","PROSITE","1959460"
"YBR291C","Ctp1p","PTHR24089","12","298","PANTHER","1959461"
"YBR291C","Ctp1p","PTHR24089:SF459","12","298","PANTHER","1959462"
"YBR291C","Ctp1p","SSF103506","9","293","SUPERFAMILY","1959463"
"YBR293W","Vba2p","G3DSA:1.20.1250.20","2","155","GENE3D","1960323"
"YBR293W","Vba2p","G3DSA:1.20.1250.20","229","473","GENE3D","1960324"
"YBR293W","Vba2p","PF07690","5","381","Pfam","1960325"
"YBR293W","Vba2p","PS50850","1","473","PROSITE","1960326"
"YBR293W","Vba2p","PTHR23501","3","472","PANTHER","1960327"
"YBR293W","Vba2p","PTHR23501:SF137","3","472","PANTHER","1960328"
"YBR293W","Vba2p","SSF103473","4","154","SUPERFAMILY","1960329"
"YBR293W","Vba2p","SSF103473","219","391","SUPERFAMILY","1960330"
"YBR294W","Sul1p","G3DSA:3.30.750.24","559","812","GENE3D","1960331"
"YBR294W","Sul1p","PF00916","123","528","Pfam","1960332"
"YBR294W","Sul1p","PF01740","637","774","Pfam","1960333"
"YBR294W","Sul1p","PS01130","150","171","PROSITE","1960334"
"YBR294W","Sul1p","PS50801","638","783","PROSITE","1960335"
"YBR294W","Sul1p","PTHR11814","105","855","PANTHER","1960336"
"YBR294W","Sul1p","PTHR11814:SF175","105","855","PANTHER","1960337"
"YBR294W","Sul1p","SSF52091","633","665","SUPERFAMILY","1960338"
"YBR294W","Sul1p","SSF52091","727","784","SUPERFAMILY","1960339"
"YBR294W","Sul1p","TIGR00815","108","802","TIGRFAM","1960340"
"YBR295W","Pca1p","G3DSA:1.20.1110.10","590","917","GENE3D","1960341"
"YBR295W","Pca1p","G3DSA:3.30.70.100","405","538","GENE3D","1960342"
"YBR295W","Pca1p","G3DSA:3.40.1110.10","918","1015","GENE3D","1960343"
"YBR295W","Pca1p","G3DSA:3.40.50.1000","1016","1177","GENE3D","1960344"
"YBR295W","Pca1p","PF00122","692","881","Pfam","1960345"
"YBR295W","Pca1p","PF00403","413","470","Pfam","1960346"
"YBR295W","Pca1p","PF00702","899","1118","Pfam","1960347"
"YBR295W","Pca1p","PR00119","742","756","PRINTS","1960348"
"YBR295W","Pca1p","PR00119","901","915","PRINTS","1960349"
"YBR295W","Pca1p","PR00119","1040","1050","PRINTS","1960350"
"YBR295W","Pca1p","PR00119","1105","1124","PRINTS","1960351"
"YBR295W","Pca1p","PR00119","1128","1140","PRINTS","1960352"
"YBR295W","Pca1p","PR00943","662","681","PRINTS","1960353"
"YBR295W","Pca1p","PR00943","815","829","PRINTS","1960354"
"YBR295W","Pca1p","PR00943","884","899","PRINTS","1960355"
"YBR295W","Pca1p","PR00943","1072","1089","PRINTS","1960356"
"YBR295W","Pca1p","PS00154","903","909","PROSITE","1960357"
"YBR295W","Pca1p","PS50846","411","474","PROSITE","1960358"
"YBR295W","Pca1p","PTHR24093","378","1216","PANTHER","1960359"
"YBR295W","Pca1p","PTHR24093:SF385","378","1216","PANTHER","1960360"
"YBR295W","Pca1p","SSF55008","408","471","SUPERFAMILY","1960361"
"YBR295W","Pca1p","SSF56784","900","919","SUPERFAMILY","1960362"
"YBR295W","Pca1p","SSF56784","964","1202","SUPERFAMILY","1960363"
"YBR295W","Pca1p","SSF81653","698","792","SUPERFAMILY","1960364"
"YBR295W","Pca1p","SSF81665","631","693","SUPERFAMILY","1960365"
"YBR295W","Pca1p","SSF81665","793","895","SUPERFAMILY","1960366"
"YBR295W","Pca1p","TIGR01494","666","1183","TIGRFAM","1960367"
"YBR295W","Pca1p","TIGR01511","606","1212","TIGRFAM","1960368"
"YBR295W","Pca1p","TIGR01525","625","1210","TIGRFAM","1960369"
"YBR296C","Pho89p","PF01384","24","554","Pfam","1960370"
"YBR296C","Pho89p","PTHR11101","1","565","PANTHER","1960371"
"YBR296C","Pho89p","PTHR11101:SF70","1","565","PANTHER","1960372"
"YBR297W","Mal33p","G3DSA:4.10.240.10","8","143","GENE3D","1959488"
"YBR297W","Mal33p","PF00172","6","42","Pfam","1959489"
"YBR297W","Mal33p","PF04082","89","243","Pfam","1959490"
"YBR297W","Mal33p","PR00054","7","13","PRINTS","1959491"
"YBR297W","Mal33p","PR00054","14","20","PRINTS","1959492"
"YBR297W","Mal33p","PR00054","22","32","PRINTS","1959493"
"YBR297W","Mal33p","PR00054","34","45","PRINTS","1959494"
"YBR297W","Mal33p","PS00463","7","34","PROSITE","1959495"
"YBR297W","Mal33p","PS50048","7","36","PROSITE","1959496"
"YBR297W","Mal33p","PTHR31001","2","408","PANTHER","1959497"
"YBR297W","Mal33p","PTHR31001:SF85","2","408","PANTHER","1959498"
"YBR297W","Mal33p","SM00066","2","45","SMART","1959499"
"YBR297W","Mal33p","SSF57701","4","44","SUPERFAMILY","1959500"
"YBR298C","Mal31p","G3DSA:1.20.1250.20","91","309","GENE3D","1959478"
"YBR298C","Mal31p","G3DSA:1.20.1250.20","332","574","GENE3D","1959479"
"YBR298C","Mal31p","PF00083","104","561","Pfam","1959480"
"YBR298C","Mal31p","PS00217","210","235","PROSITE","1959481"
"YBR298C","Mal31p","PS50850","102","550","PROSITE","1959482"
"YBR298C","Mal31p","PTHR23500","72","583","PANTHER","1959483"
"YBR298C","Mal31p","PTHR23500:SF218","72","583","PANTHER","1959484"
"YBR298C","Mal31p","SSF103473","106","307","SUPERFAMILY","1959485"
"YBR298C","Mal31p","SSF103473","341","559","SUPERFAMILY","1959486"
"YBR298C","Mal31p","TIGR00879","42","557","TIGRFAM","1959487"
"YBR299W","Mal32p","G3DSA:2.60.40.1180","510","584","GENE3D","1959501"
"YBR299W","Mal32p","G3DSA:3.20.20.80","10","508","GENE3D","1959502"
"YBR299W","Mal32p","PF00128","36","397","Pfam","1959503"
"YBR299W","Mal32p","PTHR10357","8","583","PANTHER","1959504"
"YBR299W","Mal32p","PTHR10357:SF176","8","583","PANTHER","1959505"
"YBR299W","Mal32p","SM00642","21","443","SMART","1959506"
"YBR299W","Mal32p","SSF51011","511","583","SUPERFAMILY","1959507"
"YBR299W","Mal32p","SSF51445","10","505","SUPERFAMILY","1959508"
"YBR301W","Pau24p","PF00660","22","114","Pfam","1959474"
"YBR301W","Pau24p","PS00724","96","102","PROSITE","1959475"
"YBR301W","Pau24p","PTHR31002","1","120","PANTHER","1959476"
"YBR301W","Pau24p","PTHR31002:SF21","1","120","PANTHER","1959477"
"YBR302C","Cos2p","PD005537","1","61","ProDom","1944269"
"YBR302C","Cos2p","PF00674","68","167","Pfam","1944270"
"YBR302C","Cos2p","PF00674","256","351","Pfam","1944271"
"YBR302C","Cos2p","PTHR31249","1","379","PANTHER","1944272"
"YBR302C","Cos2p","PTHR31249:SF18","1","379","PANTHER","1944273"
"YCL001W","Rer1p","PF03248","21","184","Pfam","1950843"
"YCL001W","Rer1p","PIRSF016013","1","188","PIRSF","1950844"
"YCL001W","Rer1p","PTHR10743","14","186","PANTHER","1950845"
"YCL001W","Rer1p","PTHR10743:SF4","14","186","PANTHER","1950846"
"YCL001W-B","Ycl001W-Bp","G3DSA:3.30.1330.30","1","83","GENE3D","1985239"
"YCL001W-B","Ycl001W-Bp","PF03465","1","76","Pfam","1985240"
"YCL001W-B","Ycl001W-Bp","PTHR10853","1","81","PANTHER","1985241"
"YCL001W-B","Ycl001W-Bp","SSF55315","1","74","SUPERFAMILY","1985242"
"YCL002C","Ycl002Cp","PD031860","100","238","ProDom","1950847"
"YCL004W","Pgs1p","G3DSA:3.30.870.10","51","365","GENE3D","1950896"
"YCL004W","Pgs1p","G3DSA:3.30.870.10","366","504","GENE3D","1950897"
"YCL004W","Pgs1p","PF00614","419","457","Pfam","1950898"
"YCL004W","Pgs1p","PIRSF000850","42","506","PIRSF","1950899"
"YCL004W","Pgs1p","PS50035","177","203","PROSITE","1950900"
"YCL004W","Pgs1p","PTHR12586","38","520","PANTHER","1950901"
"YCL004W","Pgs1p","PTHR12586:SF5","38","520","PANTHER","1950902"
"YCL004W","Pgs1p","SM00155","177","203","SMART","1950903"
"YCL004W","Pgs1p","SM00155","419","457","SMART","1950904"
"YCL004W","Pgs1p","SSF56024","48","255","SUPERFAMILY","1950905"
"YCL004W","Pgs1p","SSF56024","413","494","SUPERFAMILY","1950906"
"YCL005W","Ldb16p","PD039137","1","256","ProDom","1950930"
"YCL005W-A","Vma9p","PF05493","7","65","Pfam","1985036"
"YCL005W-A","Vma9p","PTHR12263","3","68","PANTHER","1985037"
"YCL005W-A","Vma9p","PTHR12263:SF7","3","68","PANTHER","1985038"
"YCL008C","Stp22p","G3DSA:3.10.110.10","1","160","GENE3D","1950960"
"YCL008C","Stp22p","PF05743","31","153","Pfam","1950961"
"YCL008C","Stp22p","PF09454","317","379","Pfam","1950962"
"YCL008C","Stp22p","PS50127","87","164","PROSITE","1950963"
"YCL008C","Stp22p","PS51312","322","385","PROSITE","1950964"
"YCL008C","Stp22p","PS51322","12","161","PROSITE","1950965"
"YCL008C","Stp22p","PTHR23306","8","381","PANTHER","1950966"
"YCL008C","Stp22p","PTHR23306:SF20","8","381","PANTHER","1950967"
"YCL008C","Stp22p","SM00212","36","249","SMART","1950968"
"YCL008C","Stp22p","SSF140111","325","382","SUPERFAMILY","1950969"
"YCL008C","Stp22p","SSF54495","9","157","SUPERFAMILY","1950970"
"YCL009C","Ilv6p","G3DSA:3.30.70.1150","162","280","GENE3D","1950971"
"YCL009C","Ilv6p","G3DSA:3.30.70.260","68","161","GENE3D","1950972"
"YCL009C","Ilv6p","PD002844","78","150","ProDom","1950973"
"YCL009C","Ilv6p","PF01842","78","142","Pfam","1950974"
"YCL009C","Ilv6p","PF10369","220","280","Pfam","1950975"
"YCL009C","Ilv6p","PS51671","79","159","PROSITE","1950976"
"YCL009C","Ilv6p","PTHR31242","4","309","PANTHER","1950977"
"YCL009C","Ilv6p","SSF55021","77","151","SUPERFAMILY","1950978"
"YCL009C","Ilv6p","SSF55021","217","282","SUPERFAMILY","1950979"
"YCL009C","Ilv6p","TIGR00119","76","282","TIGRFAM","1950980"
"YCL010C","Sgf29p","G3DSA:2.30.30.140","115","190","GENE3D","1950813"
"YCL010C","Sgf29p","G3DSA:2.30.30.140","191","253","GENE3D","1950814"
"YCL010C","Sgf29p","PF07039","128","249","Pfam","1950815"
"YCL010C","Sgf29p","PS51518","121","255","PROSITE","1950816"
"YCL010C","Sgf29p","PTHR21539","32","250","PANTHER","1950817"
"YCL010C","Sgf29p","PTHR21539:SF6","32","250","PANTHER","1950818"
"YCL011C","Gbp2p","G3DSA:3.30.70.330","9","209","GENE3D","1950819"
"YCL011C","Gbp2p","G3DSA:3.30.70.330","210","311","GENE3D","1950820"
"YCL011C","Gbp2p","G3DSA:3.30.70.330","313","427","GENE3D","1950821"
"YCL011C","Gbp2p","PF00076","124","191","Pfam","1950822"
"YCL011C","Gbp2p","PF00076","221","289","Pfam","1950823"
"YCL011C","Gbp2p","PF00076","351","419","Pfam","1950824"
"YCL011C","Gbp2p","PS50102","122","198","PROSITE","1950825"
"YCL011C","Gbp2p","PS50102","219","296","PROSITE","1950826"
"YCL011C","Gbp2p","PS50102","349","426","PROSITE","1950827"
"YCL011C","Gbp2p","PTHR23003","24","425","PANTHER","1950828"
"YCL011C","Gbp2p","PTHR23003:SF20","24","425","PANTHER","1950829"
"YCL011C","Gbp2p","SM00360","123","194","SMART","1950830"
"YCL011C","Gbp2p","SM00360","220","292","SMART","1950831"
"YCL011C","Gbp2p","SM00360","350","422","SMART","1950832"
"YCL011C","Gbp2p","SSF54928","122","201","SUPERFAMILY","1950833"
"YCL011C","Gbp2p","SSF54928","219","306","SUPERFAMILY","1950834"
"YCL011C","Gbp2p","SSF54928","346","426","SUPERFAMILY","1950835"
"YCL012C","Ycl012Cp","PF09435","14","127","Pfam","1985189"
"YCL012C","Ycl012Cp","PTHR28023","1","131","PANTHER","1985190"
"YCL014W","Bud3p","G3DSA:1.20.900.10","256","443","GENE3D","1950836"
"YCL014W","Bud3p","PF12015","28","205","Pfam","1950837"
"YCL014W","Bud3p","SM00325","265","443","SMART","1950838"
"YCL014W","Bud3p","SSF48065","260","439","SUPERFAMILY","1950839"
"YCL016C","Dcc1p","PF09724","15","348","Pfam","1950840"
"YCL016C","Dcc1p","PTHR13395","10","376","PANTHER","1950841"
"YCL016C","Dcc1p","PTHR13395:SF7","10","376","PANTHER","1950842"
"YCL017C","Nfs1p","G3DSA:3.40.640.10","77","330","GENE3D","1950540"
"YCL017C","Nfs1p","G3DSA:3.90.1150.10","331","497","GENE3D","1950541"
"YCL017C","Nfs1p","MF_00331","96","488","HAMAP","1950542"
"YCL017C","Nfs1p","PF00266","100","462","Pfam","1950543"
"YCL017C","Nfs1p","PS00595","290","309","PROSITE","1950544"
"YCL017C","Nfs1p","PTHR11601","88","494","PANTHER","1950545"
